id,url
FENKM8T4WHT1T1AA00,https://www.24s.com/en-us/t-shirt-fendi_FENKM8T4WHT1T1AA00?color=white
PTRPD7Z7BCK4TAAA00,https://www.24s.com/en-us/hatma-sweat-pants-peuterey_PTRPD7Z7BCK4TAAA00?color=black
LDJJ8Q5BMU1S2AAA01,https://www.24s.com/en-us/a-long-skirt-la-doublej_LDJJ8Q5BMU1S2AAA01?color=multicolor
FEN2D252PINLLLLL00,https://www.24s.com/en-us/mini-sunshine-shopper-bag-fendi_FEN2D252PINLLLLL00?color=pink
BASGWUUFGEELLLLL00,https://www.24s.com/en-us/teddy-m-suede-bag-bash_BASGWUUFGEELLLLL00?color=green
IMATGQ28OWHZZZZZ00,https://www.24s.com/en-us/bracelet-isabel-marant_IMATGQ28OWHZZZZZ00?color=off-white
ELMUZ525BEILLLLL00,https://www.24s.com/en-us/dimple-moon-small-elleme_ELMUZ525BEILLLLL00?color=beige
FEN3PT97PINRZA1A00,https://www.24s.com/en-us/dress-fendi_FEN3PT97PINRZA1A00?color=pink
LDJ97ZG3MU32DAAA03,https://www.24s.com/en-us/drawstring-pants-la-doublej_LDJ97ZG3MU32DAAA03?color=multicolor
WOO5UB2JWHTL51AA00,https://www.24s.com/en-us/suffolk-jacket-woolrich_WOO5UB2JWHTL51AA00?color=white
CEL8BS9RWHTZZA1100,https://www.24s.com/en-us/celine-trainer-low-lace-up-sneakers-in-calfskin-celine_CEL8BS9RWHTZZA1100?color=white
NANQF97WBEILLLLL00,https://www.24s.com/en-us/scrunchie-nanushka_NANQF97WBEILLLLL00?color=beige
AGH2U8SGGOLZZZZZ00,https://www.24s.com/en-us/the-celestial-raindrop-pearl-choker-alighieri_AGH2U8SGGOLZZZZZ00?color=gold
FEN75FM5PINY21A100,https://www.24s.com/en-us/fendi-match-high-tops-sneakers-fendi_FEN75FM5PINY21A100?color=pink
JCHC778PPINZZZZZ00,https://www.24s.com/en-us/bonny-bag-jimmy-choo_JCHC778PPINZZZZZ00?color=pink
BLM934QJGEELLLLL00,https://www.24s.com/en-us/b-army-canvas-clutch-bag-with-leather-inserts-balmain_BLM934QJGEELLLLL00?color=green
ROW8KQ3HBEIZZZZZ00,https://www.24s.com/en-us/leo-sporty-bag-the-row_ROW8KQ3HBEIZZZZZ00?color=beige
CHL49CNERE11KA1A01,https://www.24s.com/en-us/nama-sneakers-chloe_CHL49CNERE11KA1A01?color=red
FEN3D46BGEELLLLL00,https://www.24s.com/en-us/small-mon-tresor-bucket-bag-fendi_FEN3D46BGEELLLLL00?color=green
BORT6Q4ZBCKLLLLL00,https://www.24s.com/en-us/wool-beret-borsalino_BORT6Q4ZBCKLLLLL00?color=black
BLMW9B29BEILLLLL00,https://www.24s.com/en-us/b-army-42-bag-in-monogram-canvas-balmain_BLMW9B29BEILLLLL00?color=beige
PTR3S277GRY4OA1A00,https://www.24s.com/en-us/nunki-mqe-parka-peuterey_PTR3S277GRY4OA1A00?color=grey
JCHGFM5AGOLZZZZZ00,https://www.24s.com/en-us/bon-bon-bucket-bag-jimmy-choo_JCHGFM5AGOLZZZZZ00?color=gold
